answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3419,absa_sentiment_3419,absa_scores_3419,absa_token_weights_3435,absa_sentiment_3435,absa_scores_3435,absa_token_weights_3441,absa_sentiment_3441,absa_scores_3441,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,neutral,Mindestlohn: Schluss mit der Diktatur der Minderheit http://t.co/DJyE7PKcGe #politik #schweiz #wirtschaft,mindestlohn schluss diktatur minderheit politik schweiz wirtschaft,,,,,,,,,,,,,"{'Mindestlohn': 0.625, 'Schluss': 0, 'mit': 0, 'der': 0.06, 'Diktatur': 0.2, 'Minderheit': 0.09, 'politik': 0, 'schweiz': 0.09, 'wirtschaft': 0}",neutral,"[0.5241459, 0.054271102, 0.421583]",,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,E-Voting-Hack: Die Piratenpartei fordert die Offenlegung aller E-Voting-Systeme und einen sofortigen Einsatz-Stopp — Piratenpartei Schweiz https://t.co/molOwUKRm5 https://t.co/irVUDvYRpQ,e voting hack piratenpartei fordern offenlegung all e voting systeme sofortig einsatz stopp piratenpartei schweiz,,,,,,,,,,,,,,,,"{'E-Voting-Hack': 0, 'Die': 0.09, 'Piratenpartei': 0, 'fordert': 0, 'die': 0.09, 'Offenlegung': 0.18, 'aller': 0, 'E-Voting-Systeme': 0.08, 'und': 0.14, 'einen': 0, 'sofortigen': 0, 'Einsatz-Stopp': 0.06, '—': 0, 'Schweiz': 0}",neutral,"[0.4784766, 0.47217113, 0.04935228]",,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Das E-Voting der Post ist offiziell gehackt – so reagieren Bund, Post und die Hacker https://t.co/6dsJXA45cg via @wordpressdotcom",e voting post offiziell hacken reagieren bund post hacker via,,,,,,,,,,,,,,,,"{'Das': 0.24, 'E-Voting': 0, 'der': 0.24, 'Post': 0, 'ist': 0.15, 'offiziell': 0.1, 'gehackt': 0, '–': 0, 'so': 0, 'reagieren': 0, 'Bund': 0, 'und': 0, 'die': 0, 'Hacker': 0, 'via': 0}",negative,"[0.2340042, 0.7476405, 0.018355217]",,,,,,,,,,neutral
100.0,100.0,86.0,0.6999999999999998,neutral,"Wichtig! Unterschreiben! Das Vertrauen in den Rechtsstaat ist eines der wichtigsten Güter, die wir haben. E-Voting untergräbt dieses Vertrauen fundamental. Darum ist ein Moratorium wichtig. https://t.co/vSTRVEHZBD",wichtig unterschreiben vertrauen rechtsstaat wichtig güter e voting untergraben vertrauen fundamental darum moratorium wichtig,,,,,,,,,,,,,,,,"{'Wichtig': 0.1, 'Unterschreiben': 0.1, 'Das': 0.05, 'Vertrauen': 0.54, 'in': 0.04, 'den': 0.05, 'Rechtsstaat': 0, 'ist': 0.06, 'eines': 0.04, 'der': 0.05, 'wichtigsten': 0.07500000000000001, 'Güter': 0.14, 'die': 0.05, 'wir': 0, 'haben': 0.08, 'E-Voting': 0, 'untergräbt': 1.0, 'dieses': 0.47, 'fundamental': 0, 'Darum': 0, 'ein': 0.04, 'Moratorium': 0.2, 'wichtig': 0.1}",negative,"[0.061885346, 0.79789686, 0.14021787]",,,,,,,,,,positive
50.0,75.0,57.0,0.0,negative,Ups: Genfer E-Voting ist manipulierbar http://t.co/RgDsOTaiBO via @computerworldch,ups genfer e voting manipulierbar via,,,,,,,,,,,,,,,,"{'Ups': 0, 'Genfer': 0.24, 'E-Voting': 0, 'ist': 0, 'manipulierbar': 0, 'via': 0.3}",negative,"[0.1275212, 0.8419659, 0.0305129]",,,,,,,,,,neutral
0.0,0.0,0.0,-1.0,neutral,RT @politnetzCH: Kein Verbot von Kriegsmaterial-Exporten nach Bahrain: http://t.co/v4j3JDUNAX,verbieten kriegsmaterial exporten bahrain,,,,,,,,,,,,,,,,,,,"{'Kein': 1.0, 'Verbot': 1.0, 'von': 0, 'Kriegsmaterial-Exporten': 0.16999999999999998, 'nach': 0, 'Bahrain': 0.17}",neutral,"[0.885386, 0.026341815, 0.08827222]",,,,,,,negative
50.0,75.0,57.0,0.0,negative,"RT @Langnauerin: Verehrter Schweizer Ständerat: Wo Kriegsmaterial im Einsatz ist, werden IMMER Menschenrechte verletzt! 
Hört auf mit der H…",verehrt schweizer ständerat kriegsmaterial einsatz immer menschenrechte verletzen hören h,,,,,,,,,,,,,,,,,,,"{'Verehrter': 0.07, 'Schweizer': 0.02, 'Ständerat': 0.0625, 'Wo': 0, 'Kriegsmaterial': 0.775, 'im': 0, 'Einsatz': 0, 'ist': 0.37, 'werden': 0, 'IMMER': 0.06, 'Menschenrechte': 0.21000000000000002, 'verletzt': 0, 'Hört': 0, 'auf': 0, 'mit': 0, 'der': 0.04, 'H': 0.03, '…': 0}",neutral,"[0.6238516, 0.10343632, 0.27271214]",,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,Digitalisierung: Druckbranche sattelt auf digitales Datenmanagement um https://t.co/vrQVkwD4Li via @wordpressdotcom,digitalisierung druckbranche satteln digital datenmanagement via,,,,,,,,,,,,,,,,,,,,,,"{'Digitalisierung': 0, 'Druckbranche': 0.11000000000000001, 'sattelt': 0, 'auf': 0, 'digitales': 0.09, 'Datenmanagement': 0.045, 'um': 0, 'via': 0.12}",neutral,"[0.92472994, 0.02621257, 0.049057513]",,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @breitband: Thema der Sendung: Identifikation des Menschen durch die Digitalisierung und Auswertung seiner persönlichen Merkmale. http:/…,thema sendung identifikation menschen digitalisierung auswertung persönlich merkmale http,,,,,,,,,,,,,,,,,,,,,,"{'Thema': 0, 'der': 0.1, 'Sendung': 0, 'Identifikation': 0, 'des': 0, 'Menschen': 0.43, 'durch': 1.0, 'die': 0.1, 'Digitalisierung': 0, 'und': 0.29, 'Auswertung': 0.57, 'seiner': 0, 'persönlichen': 0.08, 'Merkmale': 0, 'http': 0.15, ':/': 0, '…': 0}",neutral,"[0.7802646, 0.006404234, 0.2133311]",,,,neutral
100.0,100.0,100.0,1.0,positive,film(tipp):  Good Food - Bad Food : Anleitung für eine bessere Landwirtschaft http://t.co/SKBGC7lVyu #tumblrize,film tipp good food bad food anleitung gut landwirtschaft tumblrize,,,,,,,,,,,,,,,,,,,,,,,,,"{'film': 0.05, 'tipp': 0.05, '):': 0, 'Good': 0.21, 'Food': 0.64, 'Bad': 1.0, 'Anleitung': 0, 'für': 0.1, 'eine': 0, 'bessere': 0.13, 'Landwirtschaft': 1.0, 'tumblrize': 0.16}",positive,"[0.082938425, 0.2515116, 0.66555]",positive
100.0,100.0,100.0,1.0,positive,film(tipp):  Good Food - Bad Food : Anleitung für eine bessere Landwirtschaft http://t.co/d4dQYTP3PR #tumblrize,film tipp good food bad food anleitung gut landwirtschaft tumblrize,,,,,,,,,,,,,,,,,,,,,,,,,"{'film': 0.05, 'tipp': 0.05, '):': 0, 'Good': 0.21, 'Food': 0.64, 'Bad': 1.0, 'Anleitung': 0, 'für': 0.1, 'eine': 0, 'bessere': 0.13, 'Landwirtschaft': 1.0, 'tumblrize': 0.16}",positive,"[0.082938425, 0.2515116, 0.66555]",positive
100.0,100.0,100.0,1.0,neutral,film(tipp):  Good Food - Bad Food : Anleitung für eine bessere Landwirtschaft http://t.co/IFYLflMf #autonomie #film,film tipp good food bad food anleitung gut landwirtschaft autonomie film,,,,,,,,,,,,,,,,,,,,,,,,,"{'film': 0.08, 'tipp': 0.04, '):': 0, 'Good': 0.07, 'Food': 0.14, 'Bad': 0.26, 'Anleitung': 0, 'für': 0.39, 'eine': 0, 'bessere': 1.0, 'Landwirtschaft': 1.0, 'autonomie': 0.16}",positive,"[0.071561575, 0.046216197, 0.8822222]",positive
