answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3473,absa_sentiment_3473,absa_scores_3473,absa_token_weights_3474,absa_sentiment_3474,absa_scores_3474,absa_token_weights_3477,absa_sentiment_3477,absa_scores_3477,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,sentiment_tb
50.0,75.0,57.0,0.0,neutral,"RT @vbs_ddps: #Air2030 Derzeit ist kein leichtes Kampfflugzeug erhältlich, das die Minimalanforderungen für den #Luftpolizeidienst erfüllen…",air2030 derzeit leicht kampfflugzeug erhältlich minimalanforderungen luftpolizeidienst erfüllen,,,,"{'Air2030': 0.19, 'Derzeit': 0.4, 'ist': 0.18, 'kein': 1.0, 'leichtes': 0, 'Kampfflugzeug': 0.25, 'erhältlich': 1.0, 'das': 0.26, 'die': 0.07, 'Minimalanforderungen': 0.135, 'für': 0.07, 'den': 0.07, 'Luftpolizeidienst': 0.03, 'erfüllen': 0, '…': 0}",negative,"[0.048795328, 0.9096675, 0.04153722]",,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @sicherheit_ja: .@spschweiz verschweigt dem Stimmvolk den wahren Grund des Referendums gegen neue Kampfflugzeuge: insgeheim will sie die…,verschweigen stimmvolk wahr grund referendums neue kampfflugzeuge insgeheim,,,,"{'verschweigt': 0, 'dem': 0.66, 'Stimmvolk': 0.09, 'den': 0.66, 'wahren': 0, 'Grund': 0, 'des': 0.09, 'Referendums': 0, 'gegen': 0.09, 'neue': 0.08, 'Kampfflugzeuge': 0, 'insgeheim': 0.51, 'will': 0, 'sie': 0.28, 'die': 0.66, '…': 0}",positive,"[0.037533436, 0.013699791, 0.9487668]",,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,14.0,-0.7,neutral,"Ohne #Sicherheit gibt es keine #Freiheit. Deshalb setze ich mich mit vielen Vertreterinnen und Vertretern verschiedener politischer Parteien, der Zivilgesellschaft sowie Wirtschafts-, Militär- und Aviatik-Organisationen für neue Kampfflugzeuge ein. #Armee #abst20 @sicherheit_ja",sicherheit geben freiheit deshalb setzen vertreterinnen vertretern verschieden politisch parteien zivilgesellschaft sowie wirtschafts militär aviatik organisationen neue kampfflugzeuge armee abst20,,,,"{'Ohne': 0.02, 'Sicherheit': 0, 'gibt': 0, 'es': 0.01, 'keine': 0, 'Freiheit': 0.08, 'Deshalb': 0, 'setze': 0, 'ich': 0.03, 'mich': 0, 'mit': 0.03, 'vielen': 0.04, 'Vertreterinnen': 0.13, 'und': 0.07, 'Vertretern': 0.13, 'verschiedener': 0, 'politischer': 0.08, 'Parteien': 0.09, 'der': 0, 'Zivilgesellschaft': 0.07, 'sowie': 0, 'Wirtschafts-': 0.08, 'Militär-': 0.08, 'Aviatik-Organisationen': 0.12, 'für': 0.71, 'neue': 1.0, 'Kampfflugzeuge': 0, 'ein': 0, 'Armee': 0.08, 'abst20': 0.08}",neutral,"[0.80932, 0.119744614, 0.070935376]",,,,,,,,,,,,,,,,,,,,,,negative
100.0,100.0,100.0,0.9,neutral,"Das besonnene Vorgehen von Bundesrätin @violapamherd ist erfreulich, denn die #Armee braucht genügend #Kampfflugzeuge und bodengestützte Mittel, um unser Land wirksam schützen und verteidigen zu können. https://t.co/GbCA3PjDWZ @vbs_ddps",besonnen vorgehen bundesrätin erfreulich armee brauchen genügen kampfflugzeuge bodengestützte mittel land wirksam schützen verteidigen,,,,"{'Das': 0.15, 'besonnene': 0, 'Vorgehen': 0, 'von': 0, 'Bundesrätin': 0.12, 'ist': 0.04, 'erfreulich': 0, 'denn': 0, 'die': 0.15, 'Armee': 0.5, 'braucht': 0.29, 'genügend': 0.15, 'Kampfflugzeuge': 0, 'und': 0.04, 'bodengestützte': 0, 'Mittel': 0, 'um': 0, 'unser': 0.07, 'Land': 0, 'wirksam': 0, 'schützen': 0, 'verteidigen': 0.11, 'zu': 0.04, 'können': 0.05}",positive,"[0.35298842, 0.14662582, 0.50038576]",,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,Wir brauchen marktwirtschaftliche Anreize für mehr Energieeffizeinz. Abzulehnen sind Subventionen in bereits ausgereifte und marktfähige Technologien wie Sonne und Wind. Lesen Sie meinen Beitrag auf https://t.co/ADsa8lbE2D&lt;https://t.co/ADsa8lbE2D&gt; @fdp_ag @FDP_Liberalen,brauchen marktwirtschaftliche anreize mehr energieeffizeinz ablehnen subventionen bereits ausgereift marktfähige technologien sonne wind lesen beitrag,,,,,,,"{'Wir': 0.08, 'brauchen': 0.075, 'marktwirtschaftliche': 0.06, 'Anreize': 0.08, 'für': 0.06, 'mehr': 0.04, 'Energieeffizeinz': 0.06, 'Abzulehnen': 0.06, 'sind': 0.09, 'Subventionen': 0.06, 'in': 0.06, 'bereits': 0.03, 'ausgereifte': 0.06, 'und': 0.07, 'marktfähige': 0.06, 'Technologien': 0.07, 'wie': 0, 'Sonne': 0.04, 'Wind': 0.05, 'Lesen': 0.39, 'Sie': 0, 'meinen': 0, 'Beitrag': 0, 'auf': 1.0}",neutral,"[0.53559196, 0.07039265, 0.39401534]",,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"RT @tobiauer: Industrielle Entwicklung und Digitalisierung sind Chancen, keine Gefahren. Ein spannender Politapéro über die #Digitalisierun…",industrielle entwicklung digitalisierung chancen gefahren spannend politapéro digitalisierun,,,,,,,,,,"{'Industrielle': 0.06, 'Entwicklung': 0.07, 'und': 0.06, 'Digitalisierung': 0, 'sind': 0.05, 'Chancen': 0.08, 'keine': 0, 'Gefahren': 0, 'Ein': 0, 'spannender': 0.29, 'Politapéro': 0, 'über': 0, 'die': 0.43, 'Digitalisierun': 0, '…': 0}",positive,"[0.004757852, 0.0023909647, 0.99285126]",,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"Die #Digitalisierung stellt auch die Sicherheitspolitik vor grosse Herausforderungen. Endlich macht der Bundesrat gegen #Cyber-Risiken vorwärts!
https://t.co/I4txS1wLuQ @vbs_ddps",digitalisierung stellen sicherheitspolitik grosse herausforderungen endlich bundesrat cyber risiken vorwärts,,,,,,,,,,"{'Die': 0.09, 'Digitalisierung': 0, 'stellt': 0, 'auch': 0.68, 'die': 0.09, 'Sicherheitspolitik': 0.08, 'vor': 0, 'grosse': 0, 'Herausforderungen': 0.58, 'Endlich': 0.08, 'macht': 0, 'der': 0.09, 'Bundesrat': 0.055, 'gegen': 0.06, 'Cyber-Risiken': 0.1, 'vorwärts': 0}",negative,"[0.0033707416, 0.98785746, 0.008771802]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Anlass von #AvenirMobilité zur Logistik der Zukunft. Unter anderem spricht Nils #Planzer, CEO von @planzerofficial, über die rasenden Veränderungen für Branche und Verkehr. #Digitalisierung https://t.co/TSGh5JxOZe",anlass avenirmobilité logistik zukunft sprechen nils planzer ceo rasend veränderungen branche verkehr digitalisierung,,,,,,,,,,"{'Anlass': 0, 'von': 0, 'AvenirMobilité': 0, 'zur': 0.03, 'Logistik': 0.03, 'der': 0.03, 'Zukunft': 0.04, 'Unter': 0, 'anderem': 0.03, 'spricht': 0.1, 'Nils': 0.07, 'Planzer': 0.08, 'CEO': 0.04, 'über': 0, 'die': 0.03, 'rasenden': 0, 'Veränderungen': 0.06, 'für': 0.04, 'Branche': 0, 'und': 0.05, 'Verkehr': 0, 'Digitalisierung': 1.0}",positive,"[0.031137131, 0.0028119115, 0.966051]",,,,,,,,,,,,,,,,neutral
0.0,0.0,14.0,-0.7,neutral,Heute Abend diskutiere ich in der Arena zum Thema Digitalisierung mit. Nicht verpassen und um 22.20 Uhr SRF1 einschalten! https://t.co/We0WVTOZ8B,heute abend diskutieren arena thema digitalisierung verpassen uhr srf1 einschalten,,,,,,,,,,"{'Heute': 0, 'Abend': 0, 'diskutiere': 0, 'ich': 0.09, 'in': 0.14, 'der': 0.06, 'Arena': 0.08, 'zum': 0.07, 'Thema': 0, 'Digitalisierung': 0, 'mit': 0, 'Nicht': 0, 'verpassen': 0.1, 'und': 0.05, 'um': 0, '22.20': 0, 'Uhr': 0, 'SRF1': 0.08, 'einschalten': 0}",neutral,"[0.94598156, 0.0029636966, 0.051054694]",,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0999999999999999,neutral,"Digitalisierung? Industrie 4.0? Nein, lieber Rezepte aus der Mottenkiste, die schon damals nicht funktioniert haben!
https://t.co/CFZqdi06O0",digitalisierung industrie nein lieb rezepte mottenkiste schon damals funktionieren,,,,,,,,,,"{'Digitalisierung': 1.0, 'Industrie': 0.44, '4.0': 0, 'Nein': 0.2, 'lieber': 0, 'Rezepte': 0.07, 'aus': 0, 'der': 0.03, 'Mottenkiste': 0.025, 'die': 0.03, 'schon': 0, 'damals': 0.03, 'nicht': 0, 'funktioniert': 0, 'haben': 0}",neutral,"[0.92810935, 0.016451444, 0.05543926]",,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,@PeterGehler Zitat von NR Nussbaumer (prominentes Mitglied von Progressuise) in der heutigen NZZ am Sonntag: #EU-Beitritt der Schweiz sei zurzeit «politisch nicht machbar». «Deshalb unterstützt die Nebs das Rahmenabkommen.»,zitat nr nussbaumer prominent mitglied progressuise heutig nzz sonntag eu beitreten schweiz zurzeit politisch machbar deshalb unterstützen nebs rahmenabkommen,,,,,,,,,,,,,"{'Zitat': 1.0, 'von': 0.78, 'NR': 0, 'Nussbaumer': 0.34, 'prominentes': 0.12, 'Mitglied': 0.12, 'Progressuise': 0.22, 'in': 0.23, 'der': 0.03, 'heutigen': 0.12, 'NZZ': 0.11, 'am': 0.06, 'Sonntag': 0, 'EU-Beitritt': 0.095, 'Schweiz': 0.08, 'sei': 0, 'zurzeit': 0, '«': 0, 'politisch': 0, 'nicht': 0, 'machbar': 0, '»': 0, 'Deshalb': 0, 'unterstützt': 0, 'die': 0, 'Nebs': 0, 'das': 0, 'Rahmenabkommen': 0}",negative,"[0.47435805, 0.49685913, 0.028782805]",,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @Haesler_Sansano: Bundesrätin @Violapamherd: ""Ohne Luftwaffe können wir den Verfassungsauftrag der Landesverteidigung nicht mehr wahrneh…",bundesrätin luftwaffe verfassungsauftrag landesverteidigung mehr wahrneh,,,,,,,,,,,,,,,,"{'Bundesrätin': 0.255, 'Ohne': 0.34, 'Luftwaffe': 0, 'können': 0, 'wir': 0, 'den': 0.05, 'Verfassungsauftrag': 0.115, 'der': 0.05, 'Landesverteidigung': 0.1, 'nicht': 0, 'mehr': 0, 'wahrneh': 0, '…': 0}",neutral,"[0.50054973, 0.059809472, 0.43964085]",,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Die Sommerferien vorbei, jetzt kommt der heisse Abstimmungsherbst #abst20. Ab heute ist unsere Kampagne im öffentlichen Raum zu sehen und morgen geht es los mit der MK von ⁦@sicherheit_ja⁩ @idamicha @ChantalGallade @LilianStuder @LorenzHess ⁦@HurterThomas⁩ https://t.co/cW5sfraFSs",sommerferien vorbei kommen heisse abstimmungsherbst abst20 ab heute kampagne öffentlich raum sehen morgen gehen los mk,,,,,,,,,,,,,,,,,,,"{'Die': 0.63, 'Sommerferien': 0.05, 'vorbei': 0, 'jetzt': 0.05, 'kommt': 0.12, 'der': 0.63, 'heisse': 0, 'Abstimmungsherbst': 0.1, 'abst20.': 0, 'Ab': 0, 'heute': 0.1, 'ist': 0, 'unsere': 0.14, 'Kampagne': 0.42, 'im': 0, 'öffentlichen': 0.14, 'Raum': 0.15, 'zu': 0, 'sehen': 0, 'und': 0.25, 'morgen': 0.21, 'geht': 0, 'es': 0, 'los': 0.63, 'mit': 1.0, 'MK': 0.79, 'von': 1.0, '\u2066\u2069': 0}",neutral,"[0.49014023, 0.34599072, 0.16386904]",,,,,,,neutral
50.0,25.0,28.0,-0.15,neutral,"RT @Faktor_Verlag: Gewusst? ""Wiener Übereinkommen Strassenverkehr verbietet Parkieren mit Autopilot"" @ThierryBurkart #autonomousdriving #as…",gewusst wiener übereinkommen strassenverkehr verbieten parkieren autopilot autonomousdriving as,,,,,,,,,,,,,,,,,,,,,,"{'Gewusst': 0.12, 'Wiener': 0, 'Übereinkommen': 0.44, 'Strassenverkehr': 0.575, 'verbietet': 0, 'Parkieren': 0, 'mit': 0.26, 'Autopilot': 0.25, 'autonomousdriving': 0.23, 'as': 0.12, '…': 0}",negative,"[0.40605897, 0.54436636, 0.04957468]",,,,neutral
50.0,75.0,57.0,0.0,neutral,"Der #BLS-Fall lässt nach dem #Postauto-Skandal aufhorchen: es ist Zeit, das Subventionssystem beim öffentlichen Verkehr ganz grundsätzlich unter die Lupe zu nehmen. @EdithGraf @Juerg_Grossen https://t.co/C40ATOvKU5",bls fall lässt postauto skandal aufhorchen zeit subventionssystem beim öffentlich verkehr ganz grundsätzlich lupe nehmen,,,,,,,,,,,,,,,,,,,,,,,,,"{'Der': 0.22, 'BLS-Fall': 0, 'lässt': 0, 'nach': 0.04, 'dem': 0.14, 'Postauto-Skandal': 0.41500000000000004, 'aufhorchen': 0.095, 'es': 0.05, 'ist': 0.05, 'Zeit': 0.12, 'das': 0, 'Subventionssystem': 0, 'beim': 0.155, 'öffentlichen': 0.77, 'Verkehr': 0, 'ganz': 0, 'grundsätzlich': 0, 'unter': 0, 'die': 0.22, 'Lupe': 0, 'zu': 0.06, 'nehmen': 0.06}",neutral,"[0.6027024, 0.06499888, 0.33229867]",neutral
